line,type,context,talking,talking_to,words,episode
347,dialogue,,nicole,colton,"Right. So that's why I knew, like, it had to be worth it for me to leave.",2
348,dialogue,,colton,nicole,Yeah.,2
349,dialogue,,nicole,colton,I have a twin brother named AJ.,2
350,dialogue,,colton,nicole,Okay.,2
351,dialogue,,nicole,colton,And he has autism.,2
352,dialogue,,colton,nicole,All right.,2
353,dialogue,,nicole,colton,"So that's been, like, a really big part of my life. My brother is, like, my everything.",2
354,dialogue,,colton,nicole,Yeah.,2
355,dialogue,,nicole,colton,So I don't know.,2
356,dialogue,,colton,nicole,That's incredible.,2
357,dialogue,,nicole,colton,"It really‐‐yeah. Have you ever, like, met someone with autism?",2
358,dialogue,,colton,nicole,"I have, yeah. You know my charity is for cystic fibrosis.",2
359,dialogue,,nicole,colton,Yeah.,2
360,dialogue,,colton,nicole,"But I have spent a lot of time, you know, in children's hospitals.",2
361,dialogue,,nicole,colton,Yeah.,2
362,dialogue,,colton,nicole,And they are super inspiring.,2
363,dialogue,,nicole,colton,"Yeah. Oh, no, I know. I'm glad. I'm glad you could see that, 'cause my brother, yeah, he's, like, severely autistic, so I have to, like, be, like, grateful...",2
364,dialogue,,colton,nicole,And strong.,2
365,dialogue,,nicole,colton,That I am the way I am.,2
366,dialogue,,colton,nicole,You have to be strong.,2
367,dialogue,,nicole,colton,"Yeah, yeah, 'cause it's just me and him against, like, the world.",2
368,dialogue,,colton,nicole,Yeah. Right.,2
369,dialogue,giggling,nicole,colton,"Sometimes. You know? I know, so deep. I can't believe I'm even telling you right now. I just feel like‐‐I guess you're, like, easy to talk to.",2
370,dialogue,,colton,nicole,Yeah.,2
371,dialogue,,nicole,colton,"I never tell guys this, like, on a first date.",2
372,dialogue,,colton,nicole,Really?,2
373,dialogue,,nicole,colton,"Some people can't... Like, some guys, I feel like, I don't know, they might, like, take that as, like, ""Oh, that's too much of a burden,"" 'cause, you know, he's, like, my twin.",2
374,dialogue,,colton,nicole,"That's the last thing it is. I mean, that's something that probably has helped shape you into the woman you are.",2
375,dialogue,,nicole,colton,"You'd love him. And, like... he's‐‐yeah.",2
376,dialogue,,colton,nicole,I appreciate you opening up about that. That means a lot.,2
377,testimony,"giggles, giggles",nicole,aside,"After tonight's conversation, I'm so grateful that Colton is the one that I'm fighting for. Like, I'll‐‐I'll propose right now. Like, honestly. Like, hey, where's the ring? I don't need a ring. Just, let's get married. Like, seriously. That'd be amazing.",2
378,dialogue,,colton,women,Tonight's rose... is going to somebody who I'm excited for a future with. For opening up and showing me a different side of who you are... Elyse... will you accept this rose?,2
379,dialogue,,elyse,colton,"Yes. Thank you, thank you.",2
380,dialogue,,colton,elyse,Cool.,2
381,dialogue,,elyse,colton,Thanks.,2
382,dialogue,,colton,elyse,Yep.,2
383,testimony,,demi,aside,I was not happy to see the rose go to Elyse because I wanted it to go to me. I'm not sure what happened. But I was just really disappointed that I didn't get it.,2
384,dialogue,,colton,women,I will see you guys at the rose ceremony. All right.,2
385,dialogue,,women,colton,See you there. Sounds good. See you. Okay.,2
386,testimony,,nicole,aside,"I'm, like, in disbelief. All this anticipation and hope and to, like, not get that rose... I just got so emotional, 'cause I'm just like, I kind of opened up about a part of my life that's really hard for me to talk about. It just makes me uncertain all of the sudden. Like, I really do like Colton. I really like everything about him. Hopefully he feels the same way.",2
387,sound,somber music,,,,2
388,sound,birds chirping,,,,2
389,dialogue,,tracy,onyeka,"Onyeka, how are you feeling?",2
390,dialogue,,onyeka,tracy,"So it's a little bit hard for me to have a happy face. Like, that's great for Hannah that she's going on a date with Colton today, but I think it's hard because the jealousy is starting to settle in a little bit.",2
391,sound,bright piano music,,,,2
392,testimony,,hannahb,aside,"It's my birthday. I have a one‐on‐one on my birthday. It can't get much better than that. Having the first one‐on‐one and getting to see Colton again, I'm so pumped.",2
393,dialogue,,women,colton,"Hey, babe. Hi.",2
394,dialogue,,colton,women,How are we doing?,2
395,dialogue,,women,colton,Good. Your date's here!,2
396,dialogue,,hannahb,women,Y'all behave.,2
397,dialogue,,colton,hannahb,So this is our ride for the day.,2
398,exclamation,,hannahb,self,"Oh, my gosh.",2
399,exclamation,,women,self,"Oh, my God. Oh!",2
400,dialogue,,hannahb,colton,Thank you.,2
401,dialogue,,colton,hannahb,Yep.,2
402,sound,car door closes,,,,2
403,dialogue,,women,hannahb,Safety first. Buckle and strap it up.,2
404,sound,dramatic music,,,,2
405,exclamation,,???,self,Son of a bitch.,2
406,dialogue,,hannahb,colton,Did you know it's my birthday today?,2
407,dialogue,,colton,hannahb,Is it really?,2
408,dialogue,,hannahb,colton,Did you really not know it was my birthday?,2
409,dialogue,,colton,hannahb,I didn't know it was your birthday.,2
410,dialogue,,hannahb,colton,"Are you lying, though?",2
411,dialogue,,colton,hannahb,No. But now I know.,2
412,testimony,,colton,aside,I feel very excited today. Today is my one‐on‐one with Hannah B.,2
413,dialogue,,hannahb,colton,First thing you notice about a girl?,2
414,dialogue,,colton,hannahb,"Eyes, then teeth.",2
415,dialogue,,hannahb,colton,Okay.,2
416,dialogue,,colton,hannahb,"You have very pretty eyes, and you have very nice teeth.",2
417,testimony,,colton,aside,"I mean, I'm incredibly attracted to her, not only physically, but she's someone who from the first night can really just have fun and let loose.",2
418,sound,swelling string music,,,,2
419,exclamation,gasps,hannahb,self,,2
420,dialogue,,colton,hannahb,And we have horses.,2
421,dialogue,,hannahb,colton,This is good.,2
422,dialogue,,colton,hannahb,Have you ever ridden horses before?,2
423,dialogue,,hannahb,colton,I haven't.,2
424,dialogue,,colton,hannahb,You haven't.,2
425,dialogue,,hannahb,colton,I haven't.,2
426,dialogue,,colton,hannahb,It's a first!,2
427,dialogue,,hannahb,colton,It's a first.,2
428,dialogue,,colton,hannahb,"All right, yes.",2
429,dialogue,,hannahb,colton,Yay!,2
430,testimony,,colton,aside,This is the first one‐on‐one of my journey.,2
431,dialogue,,colton,hannahb,"Two, three.",2
432,testimony,,colton,aside,And I want it to be great. I don't want it to be good. I want it to be great.,2
433,dialogue,,colton,hannahb,"Oh, get connected. Get connected. There we are.",2
434,testimony,,caelynn,aside,"I knew Hannah was gonna get the date card. I freaking knew it. Hannah... Like, nobody knows that we, like, know each other.",2
435,dialogue,,cassie,caelynn,"Oh, *bleep*.",2
436,testimony,,caelynn,aside,"Hannah B. and I know each other, and we're not necessarily the best of friends. We competed at Miss USA together. She's Miss Alabama. I'm Miss North Carolina. We were roommates at Miss USA. We were super close, and then she was not happy that I was first runner‐up. She was mad she didn't place...for sure. There were a lot of hurt feelings. With Hannah, there's a façade, and then it starts to crumble. Hannah kind of snapped. She flipped a switch, and I was like, ""Whoa, this is a whole new Hannah."" So being in this environment, it's pretty similar.",2
437,dialogue,,caelynn,cassie,"I know, like, with those insecurities and, like, anxiousness, like, comes up.",2
438,dialogue,,cassie,caelynn,"It'll come out eventually, I'm sure.",2
439,testimony,,caelynn,aside,I have no doubt that that switch will be flipped soon. I think it'll happen pretty quickly.,2
440,sound,tense music,,,,2
441,dialogue,,colton,hannahb,Look at these views.,2
442,dialogue,,hannahb,colton,So pretty.,2
443,dialogue,,colton,hannahb,Yeah. Have you ever seen rock formations like this before?,2
444,dialogue,,hannahb,colton,"I think so. Is this, like, Arizona‐ish?",2
445,dialogue,,colton,hannahb,Yeah.,2
446,dialogue,,hannahb,colton,Yeah.,2
447,testimony,,hannahb,aside,"With Colton, I feel so special. But I am very nervous during our date. If something's not perfect, then I think I'm horrible.",2
448,dialogue,,colton,hannahb,"All right, we're gonna park them right over here. We got a hot tub.",2
449,dialogue,,hannahb,colton,"Oh, I didn't see the hot tub.",2
450,testimony,,hannahb,aside,"Sometimes I don't feel always good enough, and... that's something I've always struggled with, and I'm‐‐I am, like, more aware. I'm very self‐aware of it.",2
451,dialogue,,colton,hannahb,Ready?,2
452,dialogue,,hannahb,colton,Yep.,2
453,dialogue,,colton,hannahb,Come on down.,2
454,testimony,,hannahb,aside,"When I, like, start doubting myself, then it spirals.",2
455,dialogue,,colton,hannahb,Thirsty?,2
456,dialogue,,hannahb,colton,Yes.,2
457,dialogue,,colton,hannahb,Yes.,2
458,testimony,,hannahb,aside,"So I'm not gonna do that today. I want him to just feel, like, so comfortable with me.",2
459,dialogue,,colton,hannahb,So I know it's your birthday.,2
460,dialogue,,hannahb,colton,Mm‐hmm.,2
461,dialogue,,colton,hannahb,"So we are going to make a toast. I'm gonna make one, then you got to make one.",2
462,dialogue,,hannahb,colton,I have to make one?,2
463,dialogue,,colton,hannahb,Of course you have to make one.,2
464,dialogue,,hannahb,colton,Oh.,2
465,dialogue,,colton,hannahb,"Challenge, I'm telling you.",2
466,dialogue,,hannahb,colton,Oh. Dang it.,2
467,dialogue,,colton,hannahb,I'm here to challenge you.,2
468,dialogue,,hannahb,colton,Okay.,2
469,dialogue,,colton,hannahb,"All right, to being open, to being honest, to being true to who we are, and to challenging each other throughout this journey.",2
470,dialogue,,hannahb,colton,That was good.,2
471,dialogue,,colton,hannahb,Cheers.,2
472,dialogue,,hannahb,colton,Cheers. But I feel like you took mine.,2
473,dialogue,,colton,hannahb,Your turn. Stop stalling.,2
474,dialogue,laughing,hannahb,colton,"Dang it. I really feel like you took my words. I wish you would have let me go first. Um... I can't do this. Okay. Like, how do I start it? What do you say?",2
475,dialogue,,colton,hannahb,"You say, ""Let's make a toast to...""",2
476,dialogue,,hannahb,colton,"""Let's make a toast to,"" okay.",2
477,dialogue,,colton,hannahb,"Yeah, and put some words together.",2
478,dialogue,chuckling,hannahb,colton,"And I'll put a bunch of words that sound good, that are real, that are real, real words. Okay. Okay. Let's make a toast to‐‐ First, it's my birthday, so to this...",2
479,dialogue,,colton,hannahb,Happy birthday.,2
480,dialogue,,hannahb,colton,"Amazing day. And, um... yeah.",2
481,dialogue,,colton,hannahb,Cheers.,2
482,dialogue,,hannahb,colton,Roll Tide.,2
483,dialogue,laughing,colton,hannahb,When in doubt.,2
484,dialogue,,hannahb,colton,"I think it's easier... like, with you. I think this atmosphere... like, makes it even more heightened, but, like... I don't want to, like, try to... do something that's not myself. So I'm just a little bit more quiet than I normally would be.",2
485,dialogue,,colton,hannahb,"I remember that too. Like, I remember‐‐ I could relate to it because I've been on‐‐ I've been in your shoes before. I've been in your position. I just want you to be comfortable in who you are...",2
486,dialogue,,hannahb,colton,Mm‐hmm.,2
487,dialogue,,colton,hannahb,"And be real. At the end of the day, I'm here focused on finding somebody I'm gonna spend the rest of my life with and somebody who's willing, you know, to sort of go the distance. So I just want you to know that.",2
488,dialogue,laughing,hannahb,colton,Yeah. Well...good.,2
489,dialogue,,colton,hannahb,Do you want to get in the hot tub?,2
490,dialogue,giggling,hannahb,colton,Yes.,2
491,sound,soft acoustic guitar,,,,2
492,testimony,,colton,aside,"I feel like, so far, this date... hasn't gone like I was expecting it to be. You know, Hannah's very intriguing. Hannah's very cute. I thought that, you know, it was just gonna be this really easy, natural flow. If she could open up just a little bit, and if we could just make any type of progress, I'll be happy with that.",2
493,dialogue,,hannahb,colton,This is probably the most romantic date I've ever been on.,2
494,dialogue,,colton,hannahb,Is it?,2
495,dialogue,,hannahb,colton,Pretty lucky. I'm not gonna forget this birthday.,2
496,dialogue,,colton,hannahb,"Good. Good, good, good. So what else? Your... family, friends, tell me about something‐‐",2
497,dialogue,,hannahb,colton,"Wait, you, like...",2
498,dialogue,laughs,colton,hannahb,You got it?,2
499,dialogue,,hannahb,colton,"No wai‐‐no, stop, stop, stop, stop.",2
500,dialogue,,colton,hannahb,Got it.,2
501,dialogue,,hannahb,colton,Make a wish.,2
502,testimony,exhales sharply,colton,aside,"Got it. Um... I don't know. There's, uh... there's a lot of things that are concerning me right now.",2
503,dialogue,,colton,hannahb,"I could tell, like, some of this makes you uncomfortable. And that's fine. It's normal. That's normal to be uncomfortable.",2
504,dialogue,,hannahb,colton,"Oh, wait. When do I seem uncomfortable? Tell me. Be like, ""You're being weird.""",2
505,dialogue,,colton,hannahb,"No, no, I, like... I get‐‐I get where you're coming from with some of that. But at the same time, like, you have to be present in the moment and enjoy it.",2
506,testimony,,colton,aside,"Coming into this date, I probably wouldn't have had a question if I was giving Hannah a rose at the end of the night. And now I'm questioning everything. It sort of made me scared that my intuition and my gut wasn't as good as I thought it was. And that's scary not only for this relationship, but for all the others as well. I mean, I'm not here to waste time. If Hannah can't open up, I'm not gonna be giving her a rose at the end of the night.",2
507,sound,suspenseful music,,,,2
508,sound,tense music,,,,2
509,dialogue,,colton,hannahb,"Oh, my gosh. This is beautiful.",2
510,dialogue,,hannahb,colton,It is.,2
511,testimony,,colton,aside,"Heading into the evening, I feel concerned. Today we had a rough start. It sort of caught me off guard. I thought, ""Hannah's gonna be a good choice to be my first one‐on‐one date."" And then I get there and I'm like, ""Man, this isn't the Hannah I remember from the first night."" And now I have a lot of doubt in not only our relationship, but sort of my intuition.",2
512,dialogue,,hannahb,colton,Thank you.,2
513,testimony,,colton,aside,If Hannah can't come out of her shell a little bit and open up... I can't see myself giving her a rose tonight. So let's make a toast to taking chances and opening up.,2
514,dialogue,,hannahb,colton,Yes.,2
515,dialogue,,colton,hannahb,Cheers. We are on the deck of a ship for dinner.,2
516,dialogue,,hannahb,colton,It's a pretty good birthday.,2
517,dialogue,,colton,hannahb,Good birthday.,2
518,dialogue,,hannahb,colton,Thank you.,2
519,dialogue,sniffs,colton,hannahb,"Yep. I think today's date... I could sense, like, a little something was off.",2
520,dialogue,,hannahb,colton,Yeah.,2
521,dialogue,,colton,hannahb,"And... I just want you to know, you know, there was obviously a reason that I wanted you on this date.",2
522,dialogue,,hannahb,colton,Mm‐hmm.,2
523,dialogue,,colton,hannahb,"'Cause our time together on the first night was awesome. And I felt like today there was a little holding back, a little hesitation. And I felt like you were trying to be perfect the whole time. And I don't want you to feel like you have to be perfect.",2
524,dialogue,,hannahb,colton,Yeah.,2
525,dialogue,,colton,hannahb,"For the longest time, I felt like I had to be perfect as well. And it's a heavy burden to wear.",2
526,dialogue,,hannahb,colton,Mm‐hmm.,2
527,dialogue,,colton,hannahb,That's not realistic. It's not life.,2
528,dialogue,,hannahb,colton,"Yeah. I promise I'm trying. It just, like, takes me a little while, but, like, I have to just, like, break it down.",2
529,dialogue,,colton,hannahb,Yeah.,2
530,dialogue,,hannahb,colton,"I mean, like, that's been something, like, forever that I've, like, struggled with, is, like, feeling like I need to show everybody my best self.",2
531,dialogue,,colton,hannahb,"And I've gone through that too. And I do want you to know, like, I don't‐‐ I don't expect you to be perfect at all times. Life is not perfect.",2
532,testimony,,hannahb,aside,"I'm not always comfortable expressing my emotions and being open with my emotions. But I think to get Colton to trust me, like, I have to be open. I want him to just see that this is what you're getting from now on, like, complete, open, honest. This is what you can expect from a relationship with me.",2
533,dialogue,chuckles,hannahb,colton,"Um, so what I wanted to say to you today when... like, I knew I needed to kind of open up but I just wasn't really ready?",2
534,dialogue,,colton,hannahb,Yeah.,2
535,dialogue,,hannahb,colton,"Um... Yeah, I don't think anybody's‐‐ like, why... are you a virgin? Seriously?",2
536,dialogue,,colton,hannahb,"Yeah. Um... my virginity is almost... one of those things I look at and I'm like, ""I accidentally ended up like this."" But I'm glad I did.",2
537,dialogue,,hannahb,colton,"Okay, well, it's a good accident.",2
538,dialogue,,colton,hannahb,"Yeah, it's just a bunch of little things happened throughout my life where it just didn't happen. Initially I had, you know, this engraved in me. It was like, ""Hey. You save yourself for marriage.""",2
539,dialogue,,hannahb,colton,Mm‐hmm.,2
540,dialogue,,colton,hannahb,And then I was so focused on being a D‐I athlete that I didn't allow any distractions to come my way. And I hold so much value into finding the right heart and finding the right person to share that with now...,2
541,dialogue,,hannahb,colton,Mm‐hmm.,2
542,dialogue,,colton,hannahb,That... it is something that is serious to me and that I hold a lot of weight into.,2
543,dialogue,,hannahb,colton,"That is something so intimate. And if you can give that to the person you're supposed to spend the rest of your life with, like...",2
544,dialogue,,colton,hannahb,Yeah.,2
545,dialogue,,hannahb,colton,"That's one lucky woman. I made a commitment to myself when I was younger to be a virgin when I got married. And then I was in a relationship, and that didn't happen. There was a lot of guilt, and... like, it killed me, like... just knowing, like, I wasn't ready for that. Because, like, for the person that I want to be with forever, like, I would have loved to been able to, like, have that for them.",2
546,dialogue,,colton,hannahb,Yeah.,2
547,dialogue,,hannahb,colton,"I don't feel perfect because I can't, like, give that to somebody. Do you know?",2
548,dialogue,,colton,hannahb,Yeah.,2
549,dialogue,,hannahb,colton,I'm telling you everything right now.,2
550,dialogue,,colton,hannahb,I'm happy about that.,2
551,dialogue,laughs,hannahb,colton,,2
552,dialogue,,colton,hannahb,"I want to see the good, the bad, everything.",2
553,dialogue,,hannahb,colton,And the hot mess.,2
554,dialogue,,colton,hannahb,"And the hot mess, I do. Because that's life.",2
555,dialogue,,hannahb,colton,"Good. No, I mean...yeah.",2
556,dialogue,,colton,hannahb,I like this Hannah better than the day part of today's Hannah.,2
557,dialogue,laughing,hannahb,colton,Good.,2
558,sound,soft music,,,,2
559,dialogue,,heather,cassie,Definitely one of my biggest insecurities is the fact that I haven't kissed anyone before.,2
560,dialogue,,cassie,heather,You've never kissed‐‐,2
561,dialogue,,heather,cassie,No. I know.,2
562,dialogue,,cassie,heather,Really?,2
563,dialogue,,heather,cassie,Yeah. It's so different.,2
564,dialogue,,cassie,heather,It's not bad. It's not‐‐,2
565,dialogue,,heather,cassie,It's so weird.,2
566,dialogue,,cassie,heather,I'm just surprised.,2
567,dialogue,,heather,cassie,I know.,2
568,dialogue,,cassie,heather,Why haven't you?,2
569,dialogue,,heather,cassie,"I just take, like, physical intimacy seriously, and I just haven't met the person that I wanted to yet.",2
570,dialogue,,cassie,heather,"Oh, my gosh. He could be your first kiss.",2
571,dialogue,laughing,heather,cassie,Ahh.,2
572,sound,knock at door,,,,2
573,exclamation,,women,self,Oh!,2
574,dialogue,,???,women,Date card.,2
575,exclamation,,women,self,Ooh.,2
576,testimony,,heather,aside,"I definitely am aware that other people are kissing Colton. And, you know, like, girls will be kissing Colton tomorrow. Like, that's a fact. That will be happening. Like, there's no doubt in my mind. So it's hard. Obviously I take things a lot slower than most people. So what's gonna happen if I get that date card?",2
577,dialogue,,tayshia,self,I can't watch that.,2
578,dialogue,,elyse,women,Alex.,2
579,dialogue,snorts,alexb,self,"Oh, thank *bleep*. Holy *bleep*. I was nervous.",2
580,dialogue,,elyse,women,Erika.,2
581,exclamation,,women,self,Yes.,2
582,dialogue,,elyse,women,Katie.,2
583,exclamation,,women,self,Yay.,2
584,dialogue,,elyse,women,Caelynn. Sydney. Tayshia.,2
585,exclamation,,women,self,Yay.,2
586,dialogue,,elyse,women,Nina.,2
587,exclamation,,women,self,Yay.,2
588,dialogue,,elyse,women,Kirpa.,2
589,exclamation,,women,self,Yay.,2
590,dialogue,,elyse,women,Caitlin.,2
591,exclamation,,women,self,Thank God.,2
592,dialogue,,elyse,women,"Courtney. Cassie. Heather. ""I camp fight this feeling anymore. Colton.""",2
593,exclamation,,women,self,Ooh!,2
594,testimony,,heather,aside,"So, yeah, part of me is really excited to get that time with Colton, but, I mean, obviously, like, it's nerve‐racking. Colton doesn't know that I haven't kissed anyone yet. He doesn't even know that I'm a virgin. All that, like, makes me nervous.",2
595,sound,soft music,,,,2
596,dialogue,,colton,hannahb,Look at this.,2
597,dialogue,,hannahb,colton,I know.,2
598,dialogue,,colton,hannahb,It's unbelievable.,2
599,dialogue,,hannahb,colton,I know.,2
600,dialogue,,colton,hannahb,"And this moment, like, these moments are incredible.",2
601,dialogue,,hannahb,colton,I know.,2
602,dialogue,,colton,hannahb,"Yeah. Well... today I know... we had a little bit of a rough start. It took a while, you know, sort of to open up. And while I do understand... where some of that comes from, where the need to feel perfect comes from, 'cause I've been there, any decision that you've made in your past you shouldn't feel ashamed of. And seeing the way that you opened up and you risked it and you took a chance, it makes me very excited. And this is the Hannah that I want to see every single day. So, Hannah, will you accept this rose?",2
603,dialogue,,hannahb,colton,Yes. Thank you.,2
604,testimony,giggling,hannahb,aside,I think tonight went as well as it did because how patient he is.,2
605,dialogue,,colton,hannahb,You want to go take in the view?,2
606,dialogue,,hannahb,colton,"Yeah, let's go.",2
607,testimony,,hannahb,aside,He continued to give me opportunities to open up even when I wasn't ready and make me feel special throughout the day. I really appreciated that.,2
608,dialogue,,hannahb,colton,Thank you so much...,2
609,dialogue,,colton,hannahb,Absolutely.,2
610,dialogue,,hannahb,colton,"For just, like... hanging in there for a second.",2
611,testimony,,hannahb,aside,"Probably number one most special birthday. I mean, how can you really top this?",2
612,sound,"fireworks whistling, popping",,,,2
613,dialogue,,colton,hannahb,Turn around.,2
614,testimony,,hannahb,aside,It was the best date in my life. It's...it was awesome.,2
615,dialogue,,hannahb,colton,Those are my favorite!,2
616,testimony,,hannahb,aside,"I absolutely do see myself falling in love with Colton and seeing a real future with him and him being, like, my person... my man... forever. Whoo!",2
617,dialogue,,colton,hannahb,Happy birthday.,2
618,dialogue,,hannahb,colton,Thank you.,2
619,dialogue,,colton,hannahb,Yeah.,2
620,sound,rock music,,,,2
621,testimony,,colton,aside,"Today is going to be epic. I'm going to summer camp, baby! Summer camp's all about making friends, making memories, and having a good old time. And that's what I want today. I just want to have a good old time.",2
622,exclamation,laughing,women,self,"Whoo! Come on, guys, let's just run. Wait, there's Colton! Colton!",2
623,testimony,,caelynn,aside,Colton looks so hot. He looks so good.,2
624,dialogue,,colton,women,How are you?,2
625,dialogue,,women,colton,"Good, how are you?",2
626,dialogue,,colton,women,Good.,2
627,testimony,laughing,caelynn,aside,And he's grilling. It was like a hot dad moment.,2
628,dialogue,,colton,women,"Welcome to Camp Bachelor. We have football, bags. We're gonna grill out and have some fun, so...",2
629,exclamation,,women,self,"Oh, my God, I love this. Oh, my God, yes. Yeah!",2
630,testimony,,colton,aside,Summer camp is open.,2
631,exclamation,all shrieking,women,self,"Go, Nina, go, go! Go, Courtney! Go, go, go, go!",2
632,testimony,,tayshia,aside,"Colton looks so good. His muscles are, like, huge, and he's wearing tight jeans.",2
633,dialogue,,colton,women,"All right, I'm serving the shuttlecock. Here we go.",2
634,exclamation,,women,self,Go! Yes!,2
635,dialogue,,colton,women,You got a dance?,2
636,testimony,,cassie,aside,"I grew up going to summer camp. Just hang out with all my friends. I'd find a cute guy. Have a first kiss, you know, follow him around all week. So it's gonna be a chill day.",2
637,sound,horn honking,,,,2
638,testimony,,colton,aside,Oh.,2
639,exclamation,,women,self,What is that? Wow.,2
640,testimony,,caelynn,aside,"We all thought this was too chill of a day. We're playing Duck, Duck, Goose and Red Rover. We were like, ""Oh, we feel like kids again."" Like, ""This is so fun."" And then beep, beep.",2
641,dialogue,,chris,women,"Let me introduce you to your camp counselor - comedian, actor, Billy Eichner.",2
642,dialogue,,billy,women,"Hi, guys, how are you?",2
643,dialogue,,women,billy,Hi.,2
644,testimony,,colton,aside,"Billy Eichner is very hilarious. He just says what's on his mind, and I'm a big fan.",2
645,dialogue,,chris,women,"We have a great day ahead. You've already started‐‐ a little barbecue, having a little fun.",2
646,dialogue,,billy,colton,"Oh, that sounds like my camp experience.",2
647,testimony,,chris,aside,"Look, the great thing about camp‐‐ a lot of great memories, sometimes you find your first love. A lot of times you have your first kiss. The bad part about camp... is when it's over, you go home.",2
648,exclamation,,women,self,"Wah! Oh, no.",2
649,dialogue,women gasp,chris,women,"We're gonna have a little friendly competition. We're gonna break you up into two teams. Losing team, you're going home, back to the mansion. Winning team, it's sleepaway camp. So you're gonna spend the night under the stars with Colton.",2
650,testimony,,caelynn,aside,"This is crazy. Our first date and it's already an overnight. Um, this virgin moves fast. Like, no other girls will have that opportunity until, potentially, the Fantasy Suite.",2
651,dialogue,,chris,women,"All right, ladies, we'll see you in a bit.",2
652,dialogue,,billy,women,"Bye, ladies.",2
653,testimony,,heather,aside,Everything is at stake. an entire day and night with Colton‐‐ who knows what could happen. This is everything.,2
654,dialogue,,billy,colton,Colton. All right. I just met you.,2
655,dialogue,,colton,billy,Yes.,2
656,dialogue,,billy,colton,"Um, you're a virgin.",2
657,dialogue,,colton,billy,Yes.,2
658,dialogue,,billy,colton,"Never even, like, a one‐night...?",2
659,dialogue,,colton,billy,No. I feel like those are awkward. I wouldn't‐‐,2
660,dialogue,,billy,colton,"No, they're fantastic. Are you gonna wait till you get married?",2
661,dialogue,,colton,billy,I'm gonna wait until I'm in love.,2
662,dialogue,,billy,colton,"Fine. You get an award. Okay, but let's say then you have sex, and the sex is bad.",2
663,dialogue,,colton,billy,"Well, there is always room for improvement.",2
664,dialogue,,billy,colton,Not a lot.,2
665,testimony,,billy,aside,"The last time I was around this many virgins... well, I was a guest on ""The View.""",2
666,dialogue,,billy,colton,I'm glad you waited to have sex until you found someone who can successfully do a three‐legged race. I think that's what they're gonna do.,2
667,dialogue,,colton,billy,Yeah.,2
668,dialogue,,billy,colton,Egg on a spoon?,2
669,dialogue,,colton,billy,Is this not criteria that you normally look for?,2
670,dialogue,,billy,colton,"No, the first thing I do‐‐ I'm gay. I know that's a shock, Colton. That, I think, you should look into. Maybe you're the first gay Bachelor and we don't even know.",2
671,dialogue,laughing,colton,billy,I‐‐I‐‐No‐‐,2
672,dialogue,,billy,colton,Put that in your promo. See you later.,2
673,sound,all laughing,,,,2
674,sound,women cheering,,,,2
675,exclamation,,women,self,"Here we go. Oh, okay.",2
676,sound,women cheering,,,,2
677,dialogue,,chris,women,"Ladies, come on over. Welcome to the Camp Bachelor Jamboree.",2
678,exclamation,,women,self,Whoo!,2
679,dialogue,,chris,women,"The team with the highest points wins an incredible night camping out with Colton. All right, let's get this competition started.",2
680,testimony,,courtney,aside,"I told the girls on my team, I said, ""Blood, sweat, tears. Crying."" Leave it all out there.",2
681,dialogue,,chris,women,"Red team, ready? Yellow team, ready?",2
682,sound,air horn blows,,,,2
683,testimony,,courtney,aside,"I swear if I go home tonight because of one of the other girls, they're gonna wish that they were crying out there.",2
684,dialogue,,billy,women,There they go‐‐look. The red team is very far ahead.,2
685,dialogue,,colton,women,"Come on, come on, come on, come on!",2
686,dialogue,,chris,women,Yellow team making up ground.,2
687,dialogue,,colton,women,"Faster, Sydney! Oh, no!",2
688,exclamation,,billy,self,Look at that.,2
689,dialogue,,colton,women,"Oh, no!",2
690,testimony,,billy,aside,Like a broken chicken.,2
691,testimony,,sydney,aside,"We're all here to fight for our man. I think he's looking for who is aggressive, who's willing to fight for him, and who also has fun with it too.",2
692,sound,women cheering,,,,2
693,dialogue,,chris,women,Red team wins! Red team wins the first competition.,2
694,exclamation,,women,self,"Whoo! Whoo! Good job, guys!",2
695,dialogue,,chris,women,"Next event, canoe race.",2
696,sound,air horn blows,,,,2
697,exclamation,,women,self,Come on!,2
698,dialogue,,chris,self,And red team is in the lead.,2
699,dialogue,,chris,self,Red team is in the lead.,2
700,dialogue,upbeat music,billy,self,"Oh, red team is in the lead, as usual. Where is the red team going? It's like Colton trying to find a vagina. It hasn't happened yet!",2
701,dialogue,,chris,women,Yellow team wins the canoe race.,2
702,testimony,,all,aside,Spicy mustard! Spicy mustard!,2
703,dialogue,,billy,self,"Oh, boy.",2
704,dialogue,,women,billy,You ruined it.,2
705,dialogue,,billy,women,"I'm sorry. I wanted a guest spot on ""The Goldbergs,"" and I got this.",2
706,testimony,,kirpa,aside,"All right, we got one in the bag. Now we just got to win the tug‐of‐war. Otherwise we have to go back to the mansion, and we need to stay here tonight. Now, we *bleep* got this.",2
707,dialogue,,chris,women,Welcome to the tug‐of‐war. This is the final competition. Both teams ready?,2
708,dialogue,,women,chris,Yeah.,2
709,dialogue,,chris,women,Get ready. Pull!,2
710,sound,dramatic music,,,,2
