line,type,context,talking,talking_to,words,episode
383,dialogue,,caelynn,women,"I should be happy, but I'm not because it's, like, personal stuff that I don't want‐‐",3
384,dialogue,,demi,caelynn,"Yeah, no, you don't have to share with me at all. I was just asking.",3
385,dialogue,,caelynn,demi,Yeah.,3
386,testimony,sniffles,caelynn,aside,"For some reason, Hannah B., like, I trigger her. I'm a trigger for her. And I want him to send her home because he's being lied to.",3
387,sound,dramatic music,,,,3
388,sound,tense music,,,,3
389,dialogue,,caelynn,women,"It just, like, sucks, 'cause I should be really happy, and I'm not. Like, I feel like that was taken away from me, like, the joy of getting, like, a date‐‐a group date rose. It was, like... overshadowed, and I'm still not happy. I keep crying.",3
390,dialogue,,onyeka,caelynn,It's okay. You can be sad.,3
391,testimony,,caelynn,aside,It's been an emotional couple of days.,3
392,dialogue,,caelynn,women,I'm shaking. I can't sleep. I don't feel good.,3
393,testimony,,caelynn,aside,"Hannah B. and I, we've been friends. We're not friends anymore. But it's‐‐it's not good. And now she could be ruining my relationship with Colton. I'm scared of her retaliation. Like, what else is she gonna do? I knew this was gonna happen when she came on the show but, like, not to this extent.",3
394,dialogue,,heather,hannahb,What happened with Colton?,3
395,dialogue,,hannahb,heather,"I don't remember how I said it. Like, ""If you're looking for, like, someone to, like, spend the rest of your life with and you, like, have a connection with her and have a connection with me, like, we're totally different."" And then he was like, ""Well, that's a bold statement, Hannah."" He was like, ""I really, really like you, and this is freaking me out.""",3
396,testimony,,hannahb,aside,"Last night with Colton, I messed up, but if he's really attracted to both of us and it starts getting smaller and smaller, I don't know what's gonna happen.",3
397,dialogue,,hannahb,heather,"I would suck, like, if he sent me home before her. Like, I would be like, ""You're a freaking idiot.""",3
398,dialogue,,elyse,colton,What are we doing?,3
399,dialogue,,colton,elyse,It will be in the air.,3
400,dialogue,,elyse,colton,You already gave me that hint.,3
401,dialogue,,colton,elyse,Oh.,3
402,dialogue,,elyse,colton,"Like, that was on a date card.",3
403,testimony,,elyse,aside,Today is my first one‐on‐one with Colton. And I'm just stinking excited.,3
404,dialogue,,elyse,colton,There's only so many things that go in the air. Hot air balloon?,3
405,dialogue,,colton,elyse,You'll have your answer soon.,3
406,testimony,,elyse,aside,I'm looking forward to whatever this date may be. But God forbid there's any sort of bungee cord involved.,3
407,dialogue,,colton,elyse,Here we are.,3
408,dialogue,,elyse,colton,"Oh, was I wrong?",3
409,dialogue,laughs,colton,elyse,,3
410,dialogue,,elyse,colton,I've never been in a helicopter.,3
411,dialogue,,colton,elyse,Me neither.,3
412,dialogue,,elyse,colton,"Oh, now I'm really excited.",3
413,sound,helicopter rotors whirring,,,,3
414,dialogue,laughs,colton,elyse,,3
415,dialogue,,elyse,colton,"Oh, my‐‐ Oh, okay!",3
416,sound,exciting music,,,,3
417,dialogue,,elyse,colton,Where are we going?,3
418,dialogue,,colton,elyse,You're going to have to wait to find out,3
419,dialogue,laughs,elyse,colton,Okeydokey!,3
420,testimony,,colton,aside,"Today we are flying to San Diego, and I can't wait to see the look on her face when we get there.",3
421,dialogue,,colton,elyse,You doing okay?,3
422,dialogue,,elyse,colton,Incredible.,3
423,testimony,,elyse,aside,"With Colton, we do have an age difference. I'm six years older than him. So I need to make sure that we're on the same page moving forward.",3
424,dialogue,,colton,elyse,So welcome to San Diego. Today we are going to Belmont Park. Let's go.,3
425,testimony,,elyse,aside,So I am very much looking forward to uninterrupted time with him.,3
426,dialogue,,colton,elyse,So today this whole entire park is ours to go enjoy. And I know today was supposed to be a one‐on‐one... But it's not.,3
427,dialogue,,elyse,colton,Why?,3
428,dialogue,,colton,elyse,It's a group date.,3
429,sound,tense music,,,,3
430,testimony,,elyse,aside,Not pleased. I thought all the girls were gonna be left back home today. That is what a one‐on‐one is.,3
431,dialogue,,elyse,colton,Okay.,3
432,dialogue,,colton,kids,"Hey, guys, come on out.",3
433,dialogue,,elyse,colton,What's going‐‐,3
434,sound,kids screaming,,,,3
435,dialogue,,colton,kids,How are you?,3
436,dialogue,,elyse,kids,Hi!,3
437,dialogue,,colton,kids,How are you doing?,3
438,testimony,,elyse,aside,Around the corner comes the cutest kids ever. That was a great surprise. And a massive sigh of relief that the girls are still back in LA and we get to play with these kids all day long.,3
439,dialogue,,colton,kids,Are you guys ready to have fun?,3
440,dialogue,kids screaming,kids,colton,Yeah.,3
441,dialogue,laughs,elyse,kids,Ditto.,3
442,exclamation,laughs,kids,self,Last one on is a rotten egg! Whoo! First one there!,3
443,sound,tender music,,,,3
444,exclamation,,kids,self,I've never been to a carnival before.,3
445,dialogue,,colton,kids,"You've never been to a carnival? One, two, three.",3
446,dialogue,,elyse,kids,"What's your name, babe? Oh, it's nice to meet you.",3
447,testimony,,elyse,aside,"Colton works with his charity with kids that are hospitalized and getting them out on dates like this, which is really, really touching.",3
448,dialogue,,colton,kids,My name's Colton. Nice to meet you.,3
449,dialogue,,kids,colton,"I saw you. I watched ""The Bachelorette"" with my mom, all of it.",3
450,dialogue,,colton,kids,You did?,3
451,testimony,laughs,elyse,aside,"To be able to see the smiles on these kids' faces, I'm not sure who was smiling more. I'm a smitten kitten right now.",3
452,dialogue,,colton,kids,Is everybody ready?,3
453,dialogue,,kids,colton,Yeah!,3
454,dialogue,laughing,colton,kids,You don't have to hold on quite so tight.,3
455,dialogue,kids screaming,kids,colton,Colton. Colton! Aww! Whoo! Whoo!,3
456,dialogue,,colton,kids,Got it! What toy do you want? One of the emojis?,3
457,testimony,,kids,aside,"I never gone to a fair before, but this is my first time, and it's been really fun.",3
458,testimony,,elyse,aside,To see a guy that you're potentially starting a relationship with and building a connection with around kids is probably the sexiest thing ever.,3
459,dialogue,,colton,kids,"You got it. All right, I got you a penguin. All right. So your advice for me with Elyse would be to what?",3
460,dialogue,,kids,colton,Get her cotton candy.,3
461,dialogue,,colton,kids,Is there anything else? Do you guys have boyfriends?,3
462,dialogue,,kids,colton,"Once, a boy kissed me on the lips.",3
463,dialogue,,colton,kids,You've already had your first kiss?,3
464,dialogue,,kids,colton,Yes.,3
465,dialogue,,colton,kids,Did you like it?,3
466,dialogue,,kids,colton,No!,3
467,dialogue,,colton,kids,No?,3
468,dialogue,"shrieks, kids screaming",kids,colton,,3
469,dialogue,,colton,kids,"Oh, boy. Here we go.",3
470,sound,kids screaming,,,,3
471,sound,bell dings,,,,3
472,dialogue,,colton,kids,Got it! Whoo!,3
473,dialogue,,colton,elyse,Here you go.,3
474,dialogue,,elyse,colton,Thank you.,3
475,dialogue,,colton,elyse,Yes.,3
476,dialogue,,elyse,colton,Thank you.,3
477,dialogue,,colton,kids,Got her a bear.,3
478,dialogue,,elyse,colton,This is the best group date ever.,3
479,dialogue,,colton,elyse,"The cool thing about this date is, like, this is very, very close to, like, what I do. My little cousin Harper was born with cystic fibrosis at the same time that I was playing, you know, football. So it gave me that platform to really, like, start something that was meaningful. So my charity gets kids out of the hospital.",3
480,dialogue,,elyse,colton,Right.,3
481,dialogue,,colton,elyse,And their parents... get to watch them be a kid. I am fortunate enough to get to watch that a lot.,3
482,sound,upbeat music,,,,3
483,dialogue,,colton,elyse,"All right, welcome to our ice cream shop. What would you guys like? One at a time.",3
484,testimony,,elyse,aside,This day has been like birthdays and Christmases and every holiday just mushed in together.,3
485,dialogue,,colton,kids,Rocky road in a cone. Who had that?,3
486,dialogue,,elyse,kids,"Another scoop? My girl. Don't tell, but I gave you the biggest",3
487,testimony,,elyse,aside,"I don't think any of these kids are gonna be forgetting today, and I know for sure I'm not going to be.",3
488,sound,roller coaster clattering,,,,3
489,dialogue,,colton,elyse,Look at this. Look at the view.,3
490,dialogue,,elyse,colton,I'm gonna look that way so I don't notice what's about to happen. Why are we stopped?,3
491,dialogue,,colton,elyse,I just want to thank you for an unbelievable day.,3
492,dialogue,laughs,elyse,colton,You're stopping‐‐,3
493,dialogue,,colton,elyse,"I had so much fun, and it's so nice to see you so good with the kids.",3
494,dialogue,,elyse,colton,Aw. Aw.,3
495,sound,romantic music,,,,3
496,dialogue,laughs,elyse,colton,If this thing stops I'm gonna be so scared.,3
497,dialogue,,colton,elyse,Feel like we gotta put your hands up.,3
498,exclamation,,elyse,self,"Oh, my God. Oh, my God. Oh, my God.",3
499,dialogue,,colton,elyse,Gotta put your hands up. Gotta put your hands up.,3
500,exclamation,,elyse,self,I'm really scared.,3
501,exclamation,,colton,self,"Oh, boy!",3
502,testimony,screams,elyse,aside,"The highlights of today-- every single moment of this entire day. I got to see a piece of a day in the life with him when it comes to his charity work. It speaks volumes about his character and what he wants to do in this world. After today, I don't care what his age is. I think Colton would be a pretty darn good dad.",3
503,dialogue,,elyse,colton,That was a good last surprise.,3
504,dialogue,,colton,elyse,I got one last thing for us.,3
505,dialogue,,elyse,colton,I thought the surprises were done.,3
506,dialogue,,colton,elyse,"Oh, no, no, no, I'm full of surprises.",3
507,sound,soft music,,,,3
508,testimony,,elyse,aside,"Going into today, I was worried about our age difference, thinking we were probably on very different pages, and that's an assumption that he has today proved me wrong in.",3
509,exclamation,,elyse,self,Holy cow.,3
510,dialogue,,colton,elyse,Isn't this gorgeous?,3
511,testimony,,elyse,aside,"Wow. And now, tonight, I am hoping that we're on the same page... Thank you, thank you, thank you. And that Colton is interested in seeing what could be... going forward.",3
512,dialogue,,colton,elyse,I had so much fun today.,3
513,dialogue,,elyse,colton,Me too.,3
514,dialogue,,colton,elyse,And you absolutely were amazing.,3
515,dialogue,,elyse,colton,"Coming into this, it was a bit apprehensive for me, that maybe we wouldn't be on the same page, and so today, seeing you with all the kids and that your focus was very unlike some other men your age, to be a part of that was incredible.",3
516,dialogue,,colton,elyse,"Yeah. Well, I'm so glad you were by my side for today.",3
517,dialogue,,elyse,colton,Thank you for having me.,3
518,dialogue,,colton,elyse,Yeah.,3
519,dialogue,,elyse,colton,Good day.,3
520,dialogue,,colton,elyse,"Life is, obviously, all about experiences, and it's a lot about what you go through. You're very strong‐minded and...",3
521,dialogue,laughs,elyse,colton,Just a titch.,3
522,dialogue,,colton,elyse,"That's what's so attractive about you, too, is, you have this confidence and this independence, and I wanted to know, like, why... you are the way you are.",3
523,dialogue,,elyse,colton,"I had something that really shifted my priorities in life. My sister was a labor and delivery nurse, and she was married, and she got pregnant with her second, and unfortunately she started feeling a bit off and found out that she had this tumor that is cancerous, and with her being pregnant at the time and obviously putting that baby first, there wasn't a whole lot the doctors wanted to do besides get that baby as close to term as possible.",3
524,dialogue,,colton,colton,Yeah,3
525,dialogue,,elyse,colton,"I mean, it was just incredible what she put her body through to bring that baby into our lives. But... she passed. And it was just... awful. Like, awful.",3
526,dialogue,,colton,elyse,I can't even imagine what you had to go through or anybody who has to lose somebody that they love and care about.,3
527,dialogue,,elyse,colton,It changes everything.,3
528,dialogue,,colton,elyse,Yeah.,3
529,dialogue,,elyse,colton,"So... tough, but now we have a new little member of our family, and now we have this amazing charity in her honor, Sarah's Closet...",3
530,dialogue,,colton,elyse,Unbelievable.,3
531,dialogue,,elyse,colton,"And we'll give gifts to all the little newborns. It kind of turned, like, darkness into goodness, in some way.",3
532,dialogue,,colton,elyse,"Yeah. It all makes sense now. You know, watching you with the kids, I was like, ""All right, she has this natural motherly instinct,"" and, like, hearing that and that story, you're unreal.",3
533,testimony,,elyse,aside,"I think our conversation tonight was, you know, difficult. It's not easy for me to open up about stuff that's personal with my family. But he was an incredible listener tonight. I never expected that, so quickly, you can be this vulnerable with somebody and open up to the potential of what could be down the line.",3
534,sound,knock at door,,,,3
535,exclamation,gasps,???,self,,3
536,dialogue,,kirpa,women,That was it. I'm gonna go get it.,3
537,testimony,,caitlin,aside,"I'm really hoping I'm on the card. I'm obviously here to find love, so I personally don't want to be in a position where I'm at the cocktail party, like, scrambling to try and make some sort of connection with him before the rose ceremony.",3
538,sound,dramatic music,,,,3
539,dialogue,,caitlin,women,Tayshia. Nina. Catherine. Sydney. Onyeka.,3
540,exclamation,,onyeka,self,Hoo! Ah!,3
541,dialogue,,caitlin,women,Cassie. Nicole. Caitlin.,3
542,dialogue,,caitlin,women,"Oh, thank God.",3
543,dialogue,,caitlin,women,"""For every strong man, there is an even stronger woman. Colton.""",3
544,testimony,,hannahg,aside,That sucks. I didn't get a date this week. So the pressure's definitely on. I hope that I can have a good conversation with him at the rose ceremony. And that's all I can hope for.,3
545,dialogue,,elyse,colton,"I don't think our lives have been necessarily similar to get us here, but I guess that doesn't really matter.",3
546,dialogue,,colton,elyse,Hearing you sort of with the glass half full and hearing you talk about your family is very special. And how strong you are as a person really shows.,3
547,dialogue,,elyse,colton,Thank you.,3
548,sound,soft music,,,,3
549,dialogue,,colton,elyse,"So opening up tonight about your sister I know had to be difficult. But it gave me so much more of an insight of why you are the way you are, and that is incredible. I want you to know that I'm super excited for our future. So, Elyse, will you accept this rose?",3
550,dialogue,,elyse,colton,Yes. Thank you.,3
551,dialogue,,colton,elyse,Yeah.,3
552,dialogue,,elyse,colton,Best day. Good day to best day.,3
553,dialogue,,colton,elyse,You think we're done? I do have one more surprise for you.,3
554,dialogue,,elyse,colton,No.,3
555,dialogue,,colton,elyse,Come on.,3
556,dialogue,laughs,elyse,colton,Okay.,3
557,testimony,,elyse,aside,"As far as first dates go, it's been amazing. And then getting the rose, it literally can't get better than this.",3
558,sound,upbeat music,,,,3
559,sound,cheers and applause,,,,3
560,testimony,,elyse,aside,And then it just kept getting better.,3
561,sound,lyrics,,,,3
562,testimony,,colton,aside,It was an amazing date. To have Tenille Arts performing just for us was incredible.,3
563,sound,lyrics,,,,3
564,testimony,,colton,aside,"This moment with Elyse is one of the best moments that I've had so far, and I want to hold on to it forever.",3
565,testimony,,elyse,aside,"This has been epic. By far one of the best days I've ever had. We have a great connection, and there is a potential for a future there. I really love that I am falling in love.",3
566,sound,cheers and applause,,,,3
567,sound,train bell ringing,,,,3
568,sound,train horn blows,,,,3
569,sound,radical rock music,,,,3
570,testimony,,colton,aside,"Today, I found it appropriate to bring the guns out. You don't have to be the fittest person to‐‐ to be my wife, but I'm gonna need somebody who can be there for me. I'm gonna need somebody who can be my rock. So I have a really, really fun date planned for them, and I can't wait to get out there a little bit.",3
571,exclamation,,women,self,Strong women.,3
572,dialogue,,???,women,What if we wrestled?,3
573,exclamation,,women,self,"No, eww.",3
574,sound,laughter,,,,3
575,testimony,,nicole,aside,"The date card said, ""Every strong man needs an even stronger woman."" It's kind of intimidating. I'm not, like, the most athletic of the bunch. No, but I walk my dog. Wait, look at‐‐",3
576,exclamation,"all squealing, chattering",women,self,"Oh, my God! He's shirtless!",3
577,testimony,,caitlin,aside,"We pull up and Colton is waiting for us topless, which was a really nice sight.",3
578,testimony,,onyeka,aside,"Oh, my God! It was like, ""Hello. I will be the first one to greet you.""",3
579,dialogue,,colton,onyeka,How are you doing?,3
580,dialogue,,onyeka,colton,Hello!,3
581,dialogue,,colton,onyeka,Hey. How are you?,3
582,dialogue,,onyeka,colton,"Good, how are you?",3
583,dialogue,,???,colton,You look so good!,3
584,dialogue,,colton,women,Thank you. You guys all look gorgeous.,3
585,dialogue,laughs,nicole,colton,"Wow. You run out of clothes, or... Laundry day?",3
586,dialogue,,colton,women,"Uh, so growing up, and being an athlete, I spent a lot of time working out and around fitness, so I thought we'd get a little sweaty. I invited two of my friends to help us out, so let's get in there and have some fun. Let's go.",3
587,exclamation,,women,self,Let's do it.,3
588,dialogue,,rebecca,terry,"All right, T.",3
589,dialogue,grunts,terry,rebecca,,3
590,dialogue,,rebecca,terry,"You got this. Honey, honey.",3
591,exclamation,,women,self,Oh!,3
592,dialogue,,rebecca,women,"Hey, ladies!",3
593,exclamation,,women,self,"Oh, my God!",3
594,dialogue,,rebecca,women,How you doing?,3
595,testimony,,onyeka,aside,"We walk in and it was Terry and Rebecca Crews, and I was, like, freaking out. ""White Chicks"" is one of my favorite movies.",3
596,dialogue,,terry,women,"Ladies, we have been married... 29 years.",3
597,dialogue,,women,terry,No way.,3
598,dialogue,,terry,women,"Let me tell you‐‐ yeah, and this woman is the glue that has kept our family together for all these years.",3
599,dialogue,,rebecca,women,"Ladies, marriage is hard. Life is hard, and we're here today to help Colton find his strong woman.",3
600,dialogue,,terry,rebecca,That's right.,3
601,dialogue,,rebecca,women,Are y'all ready?,3
602,exclamation,,women,self,Yes! We're ready to do it?,3
603,dialogue,,terry,women,"Okay, let's go! Let's make it happen! Warm it up, warm it up. We need strength. Push it. Come on, Sydney. There you go.",3
604,testimony,,sydney,aside,"This is what I love to do. I'm a dancer, a fitness instructor, so this is right in my element.",3
605,dialogue,,colton,catherine,"Yeah, so you're gonna come up and get real close to it.",3
606,dialogue,,catherine,colton,Mm‐hmm.,3
607,dialogue,,colton,catherine,And then let me hear that knee.,3
608,dialogue,,catherine,colton,All right.,3
609,testimony,,catherine,aside,I did martial arts for almost ten years. I'm a black belt in taekwondo and karate.,3
610,exclamation,rapid breathing,catherine,self,Ah!,3
611,dialogue,,colton,catherine,Yes!,3
612,testimony,,catherine,aside,"But there are, like, less‐athletic women here today on this group date.",3
613,dialogue,,terry,nicole,"Go ahead and do a little jump if you have to. Be careful. There you go. Hold her feet. And give it all you got. All you got! Oh! Okay, okay, that's good! That's good!",3
614,testimony,goofy exclamation,nicole,aside,"I literally felt like I was, like... Napoleon Dynamite up there. Like... Like, you know, it's kind of embarrassing.",3
615,dialogue,,sydney,colton,"Hamstrings, it's like my tightest area.",3
616,dialogue,,colton,sydney,"So there? Oh, more? Geez.",3
617,dialogue,,sydney,colton,I can take it.,3
618,dialogue,,colton,sydney,"Oh, yeah, see, that doesn't happen when I do my hamstrings.",3
619,dialogue,,sydney,colton,But it feels so good right there.,3
620,dialogue,,colton,sydney,Yeah.,3
621,testimony,,nina,aside,There are some girls that will do anything to get his attention...,3
622,dialogue,,colton,sydney,Look at‐‐ look at this flexibility!,3
623,testimony,,nina,aside,"When Sydney snuck that in, I was not expecting that.",3
624,dialogue,,colton,sydney,My hip would be out of my socket.,3
625,dialogue,,sydney,colton,Dislocated.,3
626,dialogue,,colton,sydney,I didn't know feet do that. Is that normal?,3
627,testimony,,cassie,aside,"Sydney's‐‐ she's making stretching look like dirty dancing, and Colton is not a stretching virgin anymore, that's for sure.",3
628,dialogue,,terry,women,So we have one more test. I'll see you outside.,3
629,sound,all cheering,,,,3
630,exclamation,,onyeka,self,"Oh, gosh, I'm scared.",3
631,testimony,,sydney,aside,"I feel strongly about getting today's rose, so I think the other girls should be nervous, if I were them.",3
632,dialogue,,colton,women,"Come on, let's go. A little‐‐a little jog.",3
633,exclamation,,women,self,"Oh, my gosh.",3
634,sound,cheers and applause,,,,3
635,dialogue,,terry,women,"Come on over here, ladies! Come on over here!",3
636,exclamation,,women,self,"Oh, my God!",3
637,dialogue,,rebecca,women,"Welcome, ladies, to ""The Bachelor""... Strongest Woman... Competition!",3
638,dialogue,,terry,women,Yes!,3
639,dialogue,,rebecca,women,We have a series of events for you today...,3
640,dialogue,,terry,women,And you're gonna have to do your best. You know why? Because only three of you are going to make it to the final event.,3
641,dialogue,,rebecca,women,"And when the dust settles, we are going to see... who will be ""Bachelor's""... Strongest Woman!",3
642,dialogue,,terry,women,Are you ready?,3
643,dialogue,,rebecca,women,Are you ready?,3
644,sound,dramatic music,,,,3
645,dialogue,,chris,crowd,"Hello, sports fans. Welcome to ""The Bachelor's"" Strongest Woman Competition. By my side calling the action today-- the legend, the Hall‐of‐Famer himself, Fred Willard. Fred, it's good to have you again.",3
646,dialogue,,fred,chris,"Uh, thanks. It's great to be here, Chris.",3
647,dialogue,,terry,women,"Okay, we're gonna start right now with Onyeka!",3
648,dialogue,,women,onyeka,"Get it, girl! Come on, girl.",3
649,dialogue,,chris,fred,"Fred, they will push a 100‐pound wedding cake down the aisle.",3
650,dialogue,,fred,chris,"Oh, my gosh, my back is hurting just watching this.",3
651,dialogue,,rebecca,onyeka,Get set... go!,3
652,dialogue,,women,onyeka,"There we go! That's it, Onyeka! Yeah!",3
653,testimony,,onyeka,aside,"I ran track in high school, and if Colton's looking for a physically, mentally, emotionally strong woman, that's me.",3
654,dialogue,,terry,nicole,Yeah! Good job!,3
655,dialogue,,chris,fred,"Fred, she crushed it. And just look at the crowd on their feet going nuts!",3
656,dialogue,,fred,chris,Yep.,3
657,dialogue,,terry,crowd,Nicole!,3
658,exclamation,,nicole,self,Yeah!,3
659,testimony,cheering,nicole,aside,"I'm super nervous. I'm kind of intimidated. So I'm gonna do whatever it takes trying to get Colton's attention to, like, look at me and notice me. Whoo!",3
660,dialogue,"all cheering, laughing",women,nicole,All right! Whoo!,3
661,dialogue,,terry,crowd,Get set... go!,3
662,exclamation,laughs,nicole,self,,3
663,exclamation,laughs,nicole,self,,3
664,dialogue,,chris,fred,"Well, Fred, I'm glad she has the crowd on her side, because she has yet to move the sled...",3
665,dialogue,,fred,chris,Yeah.,3
666,dialogue,,chris,fred,An inch.,3
667,exclamation,groaning,nicole,self,,3
668,dialogue,,chris,fred,"In fact, I think she's moved it backwards.",3
669,dialogue,,terry,women,Catherine!,3
670,dialogue,,colton,catherine,"Catherine, here we go. Oh!",3
671,dialogue,,terry,crowd,It is now time for the world's biggest engagement ring flip!,3
672,dialogue,,sydney,colton,How much would you say that tire weighs?,3
673,dialogue,,colton,sydney,It's over 150.,3
674,dialogue,,terry,catherine,"Get set, flip!",3
675,sound,dramatic rock music,,,,3
676,exclamation,cheers and applause,women,self,"Good job, you're doing it! Let's go, Catherine! All right! Whoo!",3
677,dialogue,,terry,sydney,"Next up, Sydney! Flip!",3
678,sound,cheers and applause,,,,3
679,dialogue,,women,sydney,"There you go, Sydney! Whoo!",3
680,dialogue,,chris,fred,"Sydney, she is burning rubber down the course. She's gone full beast mode.",3
681,dialogue,,terry,sydney,That's it! That's it!,3
682,sound,cheering,,,,3
683,dialogue,,chris,fred,"Now, Fred, next up is the worst idea in television and sports history-- It's the Limo Pull.",3
684,dialogue,,terry,sydney,"Get set, go!",3
685,sound,cheers and applause,,,,3
686,dialogue,,women,tayshia,"There you go! Come on, Tayshia! Go, go, go! Go, Tayshia!",3
687,dialogue,,fred,chris,Any of the women who even attempt that would be great to be on a date in case your car breaks down.,3
688,dialogue,,women,tayshia,"Go, go! Go, Tayshia!",3
689,testimony,,tayshia,aside,I tried really hard and I hope he sees that...,3
690,dialogue,,colton,tayshia,"Dig in, dig in!",3
691,testimony,,tayshia,aside,But the whole limo scene kind of slipped me up a little.,3
692,dialogue,,colton,tayshia,Great job.,3
693,dialogue,,tayshia,colton,There's no way anyone can do that.,3
694,testimony,,caitlin,aside,This is nice. It's nice to be out of the house and to be with him... But I'm gonna have to do everything I can to show Colton I'm happy to be here and I want to continue being here.,3
695,dialogue,,chris,fred,"Fred, I'm gonna give you 1000 to 1 odds that Caitlin doesn't budge this limo by herself.",3
696,dialogue,,fred,colton,I'm not taking that bet.,3
697,dialogue,"slowed speech, cheering",crowd,caitlin,"There's no way. Pull! Pull! Pull! Oh, my God! There you go!",3
698,exclamation,,tayshia,self,How is that happening?,3
699,sound,cheers and applause,,,,3
700,exclamation,,caitlin,self,Whoo!,3
701,dialogue,,chris,fred,"So, Fred, the final event will be the Heavy Heart Carry.",3
702,dialogue,,terry,crowd,Our three finalists...,3
703,dialogue,"cheering, cheering, cheers and applause",rebecca,crowd,Sydney! Catherine! Onyeka!,3
704,testimony,,onyeka,aside,"Colton's my man, and he's my motivation to kick ass.",3
705,dialogue,,terry,women,"You are going to run to the end of the red line and back. And then back one more time, and put that heavy heart on that pedestal!",3
706,testimony,,sydney,aside,Final three. I'm gonna win. I've gotta win. I have to.,3
707,dialogue,,terry,women,Are you ready?,3
708,sound,air horn blowing,,,,3
709,testimony,,colton,aside,"All day today, these ladies have been surprising me. Showing me what they're made of. Absolutely had a great day.",3
710,sound,cheering,,,,3
711,dialogue,,terry,women,Come on!,3
712,testimony,,onyeka,aside,"I'm just thinking that whoever wins get a rose, so I book it, and that's when I realize that I'm way, way, way faster than these girls.",3
713,dialogue,,terry,crowd,Onyeka won! Onyeka won!,3
714,sound,cheers and applause,,,,3
715,testimony,,onyeka,aside,"I'm ""Bachelor's"" Strongest Woman!",3
716,dialogue,,terry,crowd,That was a fabulous job.,3
717,testimony,,onyeka,aside,"If you're not first, you're last. Remember that.",3
718,dialogue,,terry,crowd,You guys can take them out of here!,3
719,sound,cheers and applause,,,,3
720,testimony,,sydney,aside,"It sucks to lose, yeah...",3
721,exclamation,,crowd,self,Kiss her! Kiss her! Kiss her! Kiss her!,3
722,sound,cheering,,,,3
723,testimony,,sydney,aside,"You don't want to see your boyfriend kissing another girl directly in front of you, but this day's just gotten started. Competitions never end and... I'm here to win Colton's heart.",3
724,sound,cheers and applause,,,,3
725,sound,dramatic music,,,,3
726,dialogue,,onyeka,women,The champ is here! This is amazing.,3
727,testimony,,onyeka,aside,"Tonight, it feels really good to be crowned ""The Bachelor's"" strongest woman. Guys, I'm pretty excited.",3
728,testimony,,onyeka,aside,"But, like, I wish I just knew what was in Colton's head. I just don't know where his connection lies with all those other women.",3
729,dialogue,,colton,women,"I think the best part of today was watching you guys being strong, confident women. I have a lot of strong, confident women in my life, and you guys reminded me of what I'm looking for at the end of this.",3
730,testimony,,tayshia,aside,"There's a lot to think about in this process. There's so many girls, so many different personalities and so many feelings. And I just wanted to check in with him and just make sure he knows that I'm there for him, just because I do want the rose and I do want to continue to stay here, because I feel it.",3
731,dialogue,,colton,tayshia,Did you have fun today?,3
732,dialogue,,tayshia,colton,"Oh, my gosh. Today was amazing. I thought the last date was good, but today was, like‐‐",3
733,dialogue,,colton,tayshia,You were working your butt off.,3
734,dialogue,laughs,tayshia,colton,,3
735,dialogue,,colton,tayshia,"It was so cool to see too, though.",3
736,dialogue,,tayshia,colton,Yeah?,3
737,dialogue,,colton,tayshia,Yeah. And you were really supportive of everybody.,3
738,dialogue,,tayshia,colton,Strong women empower other women.,3
739,dialogue,,colton,tayshia,"Yes, they do.",3
740,dialogue,,tayshia,colton,You had a lot of strong women in your life.,3
741,dialogue,,colton,tayshia,I do. helped shape me into who I am today. And I think that also gives me sort of the clarity to know not only do I want that. I need someone to be able to put their foot down. I do need to be called out every once in a while. I'm not perfect.,3
742,dialogue,,tayshia,colton,Do you?,3
743,dialogue,,colton,tayshia,I make mistakes.,3
744,dialogue,,tayshia,colton,Do you really? No.,3
745,dialogue,,colton,tayshia,"Yeah, so finding a strong woman is important.",3
746,dialogue,,tayshia,colton,Just like how it's really important for me to find a strong man.,3
747,sound,tender music,,,,3
748,dialogue,,caitlin,women,"Tonight is important because I haven't had a lot of time I felt like I was kind of falling behind, and I'm really excited to be able to have some sort of opportunity to get to chat with him a little bit. And I mean, there's a rose, and then tomorrow is a rose ceremony, so I'm sure we're all feeling a little bit of pressure.",3
749,dialogue,,catherine,women,"I don't really feel pressure. I don't feel, like, pressured. I feel like if, like, it's gonna happen, it's gonna happen, and, like, you can't force a connection.",3
750,dialogue,,caitlin,catherine,"Maybe you're not feeling pressure, though, because you've had opportunity, and I haven't.",3
751,dialogue,,nina,women,"Yeah, I mean, you could just tell, like, the energy. Like, I think that people are feeling a bit more pressure because we're realizing that you could go home at any point during this.",3
752,dialogue,,nicole,colton,"I love the theme today of, like, a strong woman. That, like, resonated with me a lot because, like, for me, like, my grandma, like‐‐ I don't know if you know, but, like, I'm Cuban. I'm from Miami, but, like, my family‐‐ my grandma fled Cuba. Like, she was, like, the independent woman who was like, ""You know what? We're leaving Cuba."" So I just think, like, this challenge came so full circle for me.",3
753,dialogue,,colton,nicole,"Yeah. I thought today also was special to have you out there, because I do know that you are already a mentally strong, independent woman.",3
754,dialogue,,nicole,colton,"It's true. I am here, like, for, I would hope, all the right reasons. I just hope you know that.",3
755,dialogue,,colton,nicole,I could tell how much you care.,3
756,dialogue,,nicole,colton,Yeah.,3
757,dialogue,,colton,nicole,And that's special.,3
