line,type,context,talking,talking_to,words,episode
372,sound,dramatic music,,,,4
373,testimony,,courtney,aside,"There's 13 of us, and every single personality type is on this date. The more quiet and reserved people, the more loud and boisterous people. But I'm staying optimistic, and I'm excited to talk to him tonight. I'm just gonna be myself, and hopefully it works out in my favor.",4
374,dialogue,,elyse,women,"I don't know, that was a quick snag at the beginning of the night.",4
375,dialogue,,???,women,Yeah.,4
376,dialogue,,elyse,women,It's been like the elephant in the room.,4
377,dialogue,,nicole,women,"What, Hannah B. and Caelynn? Yep.",4
378,dialogue,,???,women,Yep.,4
379,dialogue,,courtney,women,"What happened, hopefully it's been dealt with, and it was left last week, and we did not bring it to another continent, and that's just what it needs to be.",4
380,dialogue,,sydney,women,"Well, I think after last night's date card reading, it's clear that it didn't get left behind in L. A. I think it's definitely come with us here, and I think it's still an issue.",4
381,dialogue,,hannahb,colton,"Today was really, really fun.",4
382,dialogue,,colton,hannahb,I agree.,4
383,dialogue,,hannahb,colton,"Like, I needed today, but last week was really hard.",4
384,dialogue,,colton,hannahb,Yeah.,4
385,dialogue,,hannahb,colton,"It was really, really tough for me. And I think, like, the most important thing for a man is to know, I feel like, the woman that he's supposed to be with has noble character, and that you might not trust my character is really scary for me. And if I don't feel like you trust me, there's a part of me that just wants to step back, because I'm scared. And I don't want to, but I need to know that, like... you know who I am.",4
386,dialogue,,colton,hannahb,Yeah.,4
387,dialogue,,hannahb,colton,"So I just wanna, like, make sure that... We're okay.",4
388,dialogue,,colton,hannahb,"As tough as the rose ceremony and going through the pool party and all that, I came to the conclusion that, like, I'm okay with you two, like, not seeing eye to eye.",4
389,dialogue,,hannahb,colton,Good.,4
390,dialogue,,colton,hannahb,"As long as it doesn't affect us. I wanna let you know, too, today, I felt like I got my Hannah back. I really did. And it was so nice to see you like that.",4
391,dialogue,,hannahb,colton,Mm‐hmm.,4
392,dialogue,,colton,hannahb,"And I'm sorry if at any point you thought I was being hard on you, but the only reason I was is because it was frustrating to me, because I liked you so much.",4
393,dialogue,,hannahb,colton,"Well, I kinda like you too.",4
394,dialogue,,colton,hannahb,Good.,4
395,sound,gentle romantic music,,,,4
396,testimony,,hannahb,aside,"I am feeling very good about my conversation with Colton. I feel like it's a clean slate from all the negative energy that has been brought in from the outside. I mean, I thought I was gonna like him. Like, I knew there was gonna be attraction there, but I think it's a very big possibility that I could fall in love with him.",4
397,dialogue,,colton,cassie,Did you have fun today?,4
398,dialogue,,cassie,colton,I did.,4
399,dialogue,,colton,cassie,I could tell.,4
400,dialogue,,cassie,colton,I had a lot of fun.,4
401,dialogue,,colton,cassie,I could tell you did.,4
402,dialogue,,cassie,colton,Really?,4
403,dialogue,,colton,cassie,Yeah.,4
404,dialogue,,cassie,colton,Except for... the fortune telling part.,4
405,dialogue,,colton,cassie,All right.,4
406,dialogue,,cassie,colton,That was weird.,4
407,dialogue,,colton,cassie,"I wasn't gonna bring it up, but the fact that you brought it up, now we can get into it.",4
408,dialogue,,cassie,colton,You weren't gonna bring it up?,4
409,dialogue,,colton,cassie,"No. The word I latched onto, he said, ""brother and sister in a past life.""",4
410,dialogue,,cassie,colton,"Okay, yeah, ""past life.""",4
411,dialogue,,colton,cassie,"So, it's not this life.",4
412,dialogue,,cassie,colton,"I was like, ""Oh, so, we're good."" Right?",4
413,dialogue,,colton,cassie,"Yeah. I don't know, I really believe that stuff.",4
414,dialogue,,cassie,colton,You do believe that stuff?,4
415,sound,laughing,,,,4
416,dialogue,,colton,cassie,"Oh, shoot.",4
417,dialogue,,cassie,colton,I've been waiting all day to get you.,4
418,dialogue,,colton,cassie,"Oh, yeah?",4
419,dialogue,,cassie,colton,Yeah?,4
420,dialogue,,colton,cassie,I do know. I'm glad you did.,4
421,sound,soft acoustic music,,,,4
422,dialogue,,cassie,colton,Would your sister kiss you like that?,4
423,dialogue,,colton,cassie,"Damn, you went there, huh?",4
424,dialogue,laughs,cassie,colton,,4
425,dialogue,,colton,cassie,That's not a kiss that a sister would give.,4
426,dialogue,,cassie,colton,No...,4
427,dialogue,,colton,cassie,Not that I would know.,4
428,dialogue,,cassie,colton,It's not.,4
429,dialogue,,colton,cassie,"*bleep*. Oh, man, this is getting weird quick.",4
430,dialogue,giggles,cassie,colton,I'm kidding. But it's true.,4
431,testimony,,colton,aside,I feel like Cassie and I have an undeniable connection. She makes me so comfortable and really just allows me to be myself. I do feel like I've known Cassie much longer than I have. I'm not talking about in a brother‐sister way.,4
432,dialogue,,courtney,women,"That frickin' rose is sitting there looking at me, like, stop mocking me. Like, I would love to, like, be stress‐free and like, feel confident and like‐‐",4
433,dialogue,,demi,courtney,Nobody feels stress‐free or confident here.,4
434,dialogue,,courtney,demi,I feel like people feel more confident than others for sure.,4
435,testimony,,courtney,aside,"Like, I wanna go into something confident, but I feel like people have had the opportunities to explore their connections, and that's why it's really important that I talk to him tonight.",4
436,dialogue,,katie,colton,I got us matching chopsticks.,4
437,sound,laughs,,,,4
438,dialogue,,colton,katie,I love this.,4
439,testimony,,courtney,aside,It's really frustrating because I have been waiting patiently and being respectful to all the other girls.,4
440,dialogue,,sydney,colton,I'm gonna wrap you up.,4
441,dialogue,,colton,sydney,What kind of technique is this?,4
442,dialogue,,sydney,colton,This is the mummification technique.,4
443,testimony,sighs,courtney,aside,I'm just trying to keep it together so that I can be in a place to talk to him. I'm just frustrated.,4
444,dialogue,,hannahg,colton,This line means you like a girl who got the first impression rose or something.,4
445,dialogue,,courtney,women,"There's so many of us. As the night goes on, like, he's just, like, getting, like, hankered down more and more and more and more. Like, I don't have a reason to feel confident right now at all.",4
446,dialogue,,demi,courtney,"Courtney, I really just think that you need to, like, get out of your own head, because you are so much different than this.",4
447,dialogue,,courtney,demi,It's just easier said than done.,4
448,testimony,,demi,aside,"Courtney has been pissed off for weeks here. Her approach seems pretty lazy in my opinion, because she hasn't done anything to get her time with him. I think that Courtney has dug her own grave at this point, and there's a chance that she could be going home.",4
449,sound,dramatic music,,,,4
450,dialogue,,demi,colton,I had fun today.,4
451,dialogue,,colton,demi,Yeah.,4
452,dialogue,,demi,colton,"I really love just, like, going around looking at all the little shops and stuff and all of that cool stuff.",4
453,dialogue,,colton,demi,The tchotchkes?,4
454,dialogue,,demi,colton,Yes. You got us all kinds of stuff today.,4
455,dialogue,,colton,demi,The picture is your favorite thing.,4
456,dialogue,,demi,colton,"Oh, yeah, because only me and you have that.",4
457,dialogue,,colton,demi,Exactly.,4
458,dialogue,,demi,colton,"Um, I know you've seen such a fun, bold, crazy side of me, but there is a whole other side of me that, like, nobody knows about.",4
459,dialogue,,colton,demi,Yeah.,4
460,dialogue,exhales deeply,demi,colton,"And a lot of stuff that I had to go through and still am going through right now. Um, there's some stuff going on back home, um, you know, that... it's, like, really hard for me to talk about. But...this week actually... My mom was released from federal prison. Having to see someone you love so much, like be‐‐be stuck in a place where they don't wanna be and, like, be, like, going through all of that stuff, and you just wanna, like, take them out of it. Like, my mom might be really messed up, but, like, that woman loves me so much, and, like, no matter what she does, I love her unconditionally.",4
461,dialogue,,colton,demi,"Yeah. I know that's not easy to talk about, and I just want you to know, like, I'm not judging that at all.",4
462,dialogue,,demi,colton,Thank you.,4
463,dialogue,,colton,demi,You've been able to turn what most people wouldn't be able to turn into a positive or optimistic situation.,4
464,dialogue,,demi,colton,Mm‐hmm.,4
465,dialogue,,colton,demi,So it takes a pretty special person to be able to do that.,4
466,dialogue,,demi,colton,"Thank you, Colton.",4
467,testimony,,demi,aside,"It feels really good to get that off my chest. After having that serious of a conversation and just seeing how endearing he was, I know that he has feelings for me and I know he cares about me, and so it feels really good.",4
468,dialogue,,courtney,women,"It's frustrating watching him going out of his way to ""make moments"" with other people that aren't you, and it's like, ""Am I just chopped *bleep* liver?"" Like, why am I sitting here still?",4
469,testimony,,courtney,aside,"It's difficult because I genuinely thought I was gonna get a one‐on‐one this week. And I keep getting group date after group date. It gives me anxiety, because I don't wanna have to talk over people or just, like, do something shocking for attention. So it's frustrating.",4
470,dialogue,,courtney,women,"He's taken time to point out to each of you sitting here that, like, you're special. I've gotten none of that.",4
471,dialogue,,demi,courtney,"You know, like, I went up there and I had to talk to him about something I didn't wanna talk to him about, and I feel really good about it. And at the end of the day, you can't make excuses, you just have to act. Because if not, it's not gonna be good.",4
472,dialogue,,courtney,women,"I'll just wait patiently. Eventually, possibly, I'll talk to him.",4
473,testimony,,demi,aside,"I spent over half my night trying to encourage Courtney to talk to Colton, and she did nothing but sit there, and I had a really good conversation with Colton earlier. So I wanna talk to him again, because I was just really happy to get that reaction from him, and it made me just like him even more.",4
474,dialogue,sighs,demi,colton,I've just been reflecting about everything...,4
475,dialogue,,colton,demi,Yeah.,4
476,dialogue,,demi,colton,"And I've been thinking about, you know, how you reacted to what I told you.",4
477,dialogue,,colton,demi,Yeah.,4
478,dialogue,,demi,colton,And it felt really good.,4
479,dialogue,,colton,demi,"It's nice to, like, see that side of you.",4
480,dialogue,,demi,colton,Yeah.,4
481,dialogue,,colton,demi,"And, like, shows me that you don't turn your back on family.",4
482,dialogue,,demi,colton,"Yeah, that's exactly what I wanted to show you.",4
483,dialogue,,colton,demi,Yeah.,4
484,dialogue,,kirpa,women,Has everyone here chatted now?,4
485,dialogue,,???,kirpa,"No, Courtney's still waiting.",4
486,dialogue,,kirpa,women,"People are already having double time, so you should get up there.",4
487,dialogue,,tracy,kirpa,Who's had double time?,4
488,dialogue,,kirpa,women,Demi.,4
489,dialogue,,???,kirpa,She's up there again?,4
490,dialogue,,kirpa,women,"Yeah, so go.",4
491,dialogue,,women,courtney,"Go. Just go up there. If you leave tonight and you don't get time with him, that's not‐‐ You're gonna regret it. Yeah. Go. Do it.",4
492,dialogue,,courtney,women,I'm so annoyed.,4
493,dialogue,,women,courtney,Do it. You can do this. You deserve it. You got it. You got this.,4
494,testimony,,courtney,aside,"Not only was a lot of the reason why I didn't talk to Colton because of Demi, but literally three to four minutes after I'm telling her that I'm upset that I hadn't talked to Colton yet, she's upstairs talking to Colton again.",4
495,sound,tense music,,,,4
496,dialogue,,courtney,demi,"Knock, knock, knock, knock. Hi, guys. Do you have company?",4
497,dialogue,,demi,courtney,No.,4
498,dialogue,,courtney,demi,I was told that you were up here talking to Colton.,4
499,dialogue,,demi,courtney,"Yeah, I know, I just came up here and told him thank you for our conversation that we had, and that was it.",4
500,dialogue,,courtney,demi,I don't understand that.,4
501,dialogue,,demi,courtney,What don't you understand?,4
502,dialogue,,courtney,demi,I was open about being upset about not having time...,4
503,dialogue,,demi,courtney,Mm‐hmm.,4
504,dialogue,,courtney,demi,"With Colton. And, you know, you acted like you were genuinely concerned‐‐",4
505,dialogue,,demi,courtney,And I was and I told you for like 30 to 45 minutes to go do something about it.,4
506,dialogue,,courtney,demi,"Trust me, I tried. Trust me, I tried.",4
507,dialogue,,demi,courtney,You have no idea what's going on with me.,4
508,dialogue,,courtney,demi,You have no idea what's going on with me. You have no idea what I need to talk to him about.,4
509,dialogue,,demi,courtney,Instead of you trying to get that time with him‐‐,4
510,dialogue,,courtney,demi,So stop playing God and deciding what you needed to say was more important.,4
511,dialogue,,demi,courtney,I didn't even think twice about you in our conversation we just had‐‐,4
512,dialogue,,courtney,demi,"And that's the thing, I feel like sometimes you don't think.",4
513,dialogue,,demi,courtney,Because I'm not here for all of the girls. I'm here for Colton.,4
514,dialogue,,courtney,demi,How old are you again?,4
515,dialogue,,demi,courtney,"Oh, stop it.",4
516,dialogue,,courtney,demi,"I just feel like sometimes your actions and behaviors just kind of, like, solidify a maturity level, and it's just like someone with a little more maturity would kind of take those things into consideration.",4
517,dialogue,,demi,courtney,"You know, you have the right to feel that way, and I have the right to not care, because you've been really rude to me in this whole entire conversation. So I'm over you.",4
518,dialogue,,courtney,demi,"You think you've never been rude? You think your actions aren't rude? Do you think the words that you say aren't rude? I let them pass, because I'm just not gonna go there with you. 'Cause I was raised to respect people and carry myself with class and...",4
519,dialogue,,demi,courtney,"Well, thank you for letting me know how you feel.",4
520,sound,tense music,,,,4
521,dialogue,,courtney,demi,Wish we had more respect for one another.,4
522,testimony,,demi,aside,"Courtney is very intimidated by my confidence. I know that I have established a serious connection with Colton, and we're building on our relationship. Courtney told me that she was raised with class and insinuated that I wasn't, but it's like, Courtney puts the ""ass"" in class.",4
523,dialogue,,colton,women,"Well, it's that time of the night. Tonight has been great and has allowed me to continue to grow my relationships with each and every one of you. But tonight this rose is going to someone who has shown me a completely different side of themselves. Demi...",4
524,dialogue,moans,demi,colton,,4
525,dialogue,,colton,demi,Will you accept this rose?,4
526,dialogue,,demi,colton,"Of course, come here. That was amazing. Thank you. My heart. Oh!",4
527,dialogue,,colton,demi,"All right, well, I gotta get out of here. I wanna say one last thank you to all of you. You're amazing.",4
528,testimony,,demi,aside,"I think it sent a huge message out to my haters, getting the rose tonight, because they tried to act like what I was doing wasn't the right approach, and that, you know, Colton wasn't gonna like that or whatever, and it just really shut them all up.",4
529,dialogue,,demi,women,"I was really scared to talk to him about what I had to talk to him about tonight, and so, I'm really glad that he appreciated it. I feel like it was a really big step for us, and it feels good.",4
530,dialogue,sniffling,courtney,self,,4
531,sound,solemn music,,,,4
532,dialogue,,demi,women,"I didn't expect this to happen at all, but, like, I'm really glad that it worked out.",4
533,dialogue,crying,courtney,nicole,I'm really frustrated.,4
534,dialogue,,nicole,courtney,I'm sorry.,4
535,dialogue,sobbing,courtney,nicole,"I mean, I'm sure he realizes like, the one person he didn't talk to and I'm sure he realizes that he talked to Demi twice.",4
536,dialogue,,nicole,courtney,Yeah.,4
537,dialogue,,demi,women,"This is what cloud nine feels like right now. Like, it feels really, really good.",4
538,dialogue,"sniffling, sobbing",courtney,nicole,"It's like, at this point, I just feel like I should just *bleep* go home. Like, there's no point in waiting.",4
539,dialogue,laughter,women,caelynn,"Hi. Hi, Caelynn. Oh, my gosh, you're glowing. How you feeling?",4
540,dialogue,,caelynn,women,"I feel good. I'm excited. I have no clue what I'm doing, so we'll see.",4
541,sound,knocking at door,,,,4
542,exclamation,gasps,women,self,,4
543,exclamation,,women,self,Ooh.,4
544,dialogue,,telegram,women,Hello.,4
545,dialogue,,women,telegram,Hi.,4
546,dialogue,,telegram,women,Hello. Which one of you is Caelynn?,4
547,dialogue,,caelynn,telegram,That's me.,4
548,dialogue,,telegram,caelynn,"Oh, yeah?",4
549,sound,laughter,,,,4
550,dialogue,,caelynn,telegram,Thank you.,4
551,dialogue,,telegram,caelynn,Thank you.,4
552,dialogue,,women,telegram,Thank you.,4
553,dialogue,,caelynn,women,"Okay. Oh my... ""I've been waiting for this special day for so long. Meet me downstairs, Colton.""",4
554,sound,all cheering,,,,4
555,dialogue,,women,caelynn,"Oh, my gosh.",4
556,dialogue,laughs,caelynn,women,"What? Okay, um, I'm gonna go.",4
557,sound,laughter,,,,4
558,dialogue,,caelynn,women,"All right, I love you guys.",4
559,dialogue,,women,caelynn,Bye.,4
560,testimony,,hannahb,aside,"It is what it is. Caelynn got a one‐on‐one, and I'm okay with it. But I wasn't like, ""Oh, my God, girl, go kill it."" Like, no. She was first runner‐up at Miss USA, and I didn't clap. I should have clapped for her when she walked out for her one‐on‐one. Dang it. That could have made it better.",4
561,dialogue,,caelynn,colton,Hi.,4
562,dialogue,,colton,caelynn,How are you?,4
563,dialogue,,caelynn,colton,What the heck? This is amazing.,4
564,dialogue,,colton,caelynn,You look so beautiful.,4
565,dialogue,,caelynn,colton,Thank you. It's so good to see you.,4
566,dialogue,,colton,caelynn,It's so good to see you.,4
567,dialogue,,caelynn,colton,This is amazing.,4
568,dialogue,,colton,caelynn,I couldn't think of anybody more deserving than you to spoil.,4
569,dialogue,,caelynn,colton,What?,4
570,dialogue,,colton,caelynn,So why don't you say we get on out of here.,4
571,dialogue,,caelynn,colton,Yes.,4
572,dialogue,,colton,caelynn,And go shop.,4
573,dialogue,laughs,caelynn,colton,This is amazing.,4
574,testimony,,caelynn,aside,"I am so happy right now. I was not expecting a date like this, and it's worth all the b.s. that's going on with Hannah B. I have him all to myself, and I'm excited.",4
575,sound,upbeat music,,,,4
576,dialogue,,colton,caelynn,"I get to splurge like this every once in a while, so I gotta make sure when I do, it's for somebody I really like.",4
577,dialogue,,caelynn,colton,Oh. I can't stop kissing you.,4
578,dialogue,,hannahg,hannahb,That was the cutest butler that I've ever seen today.,4
579,dialogue,,hannahb,hannahg,"Oh, he was so cute.",4
580,dialogue,,hannahg,hannahb,"I feel like that's, like, part of their date.",4
581,dialogue,,hannahb,hannahg,"Knowing Caelynn, I think that she'll really enjoy that.",4
582,dialogue,,hannahg,hannahb,Yeah.,4
583,dialogue,laughing,hannahb,hannahg,Mm‐hmm. That‐‐I'm not trying to be mean. I'm serious.,4
584,dialogue,,hannahg,hannahb,You're not mean.,4
585,dialogue,,hannahb,hannahg,"I think she's going to love being pampered today. That's gonna be right up her alley. So I'm like, whatever, but I don't wanna talk about their relationship. I don't wanna think about their relationship. What if he buys her shoes and a dress?",4
586,dialogue,,hannahg,hannahb,"Oh, shoot.",4
587,sound,exciting music,,,,4
588,dialogue,,vendor,caelynn,"Hi, Lisa.",4
589,dialogue,,caelynn,vendor,Caelynn.,4
590,dialogue,,vendor,caelynn,Nice to meet you.,4
591,dialogue,,caelynn,vendor,Nice to meet you.,4
592,dialogue,,vendor,caelynn,Is this your first date?,4
593,dialogue,,colton,vendor,This is our first date alone.,4
594,dialogue,,caelynn,colton,Yes.,4
595,dialogue,,vendor,caelynn,Ooh. This dress would be stunning on you.,4
596,exclamation,,caelynn,self,"Oh, my gosh.",4
597,dialogue,,vendor,caelynn,It's one of our best sellers. So this is the equivalent of our little black dress.,4
598,dialogue,,caelynn,vendor,"Yeah, I love that.",4
599,dialogue,,colton,caelynn,"Here, you wanna go try it on?",4
600,dialogue,,caelynn,colton,Yeah. Oh.,4
601,dialogue,,colton,caelynn,Dang.,4
602,dialogue,,vendor,caelynn,"Wow, that's beautiful.",4
603,dialogue,,caelynn,vendor,"It's fun, I love it.",4
604,dialogue,,colton,caelynn,You look amazing.,4
605,dialogue,,caelynn,colton,Thank you. I love this.,4
606,dialogue,,colton,caelynn,We're getting it.,4
607,testimony,,caelynn,aside,"I'm not a person who, like, needs materialistic things, but to be spoiled like this is just so much fun to me.",4
608,dialogue,,colton,caelynn,"Well, you're getting all that. Yes.",4
609,testimony,laughs,caelynn,aside,I am so happy right now.,4
610,dialogue,,colton,caelynn,"Oh, man.",4
611,dialogue,,caelynn,colton,This is fun.,4
612,dialogue,,colton,caelynn,This is a lot of fun for me.,4
613,testimony,,caelynn,aside,I've never in my life been on a date like this. He was willing to spend the whole day catering to me. It was‐‐ it was really special.,4
614,dialogue,,vendor,colton,We're ready?,4
615,dialogue,,colton,vendor,How you doing?,4
616,dialogue,,vendor,colton,"Wow. It's a stunner. Do you like that dress, Colton?",4
617,dialogue,,colton,vendor,"No, I love this dress.",4
618,dialogue,,caelynn,colton,It's fun.,4
619,dialogue,,vendor,caelynn,You're owning that dress.,4
620,testimony,,colton,aside,Every single time she tries something on she looks amazing.,4
621,exclamation,,vendor,self,"Oh, oh.",4
622,dialogue,,colton,caelynn,Damn.,4
623,dialogue,,vendor,colton,This is a show piece. Stunner.,4
624,dialogue,,colton,caelynn,All of it.,4
625,dialogue,,caelynn,colton,The whole thing.,4
626,dialogue,,colton,caelynn,The whole thing.,4
627,testimony,,colton,aside,"Caelynn and I just have this really good chemistry, and I have this energy and this excitement that I can't contain.",4
628,dialogue,,vendor,caelynn,Jennifer Lopez eat your heart out.,4
629,testimony,,colton,aside,"Look at this. What we built today I hope that we can carry it over into tonight. I'm looking forward to it, and I think it's gonna be an amazing evening.",4
630,dialogue,,???,women,"The date card said, ""Get ready for a day you'll never forget.""",4
631,dialogue,,???,women,Today was definitely glamorous.,4
632,dialogue,,???,women,"She's so pretty, I can't imagine her being more glam.",4
633,dialogue,,???,women,"I know, I agree.",4
634,dialogue,,katie,women,"If I see her more glam, I'm gonna be like, ""I'll go home now.""",4
635,dialogue,,???,women,Me too.,4
636,sound,door opens,,,,4
637,exclamation,indistinct chatter,women,self,"Hey. Oh, my gosh. No. Oh, my gosh. Shut up. My God.",4
638,testimony,,nicole,aside,"She can't even walk. She's like, ""Hey, guys."" And it's, like, a ridiculous amount of bags. Like, I've never seen so many shopping bags in my life. Like, I don't even get that many presents, like, on Christmas.",4
639,exclamation,laughs,???,self,"Oh, my God.",4
640,testimony,,nicole,aside,"She's there with the bags, like, glowing, like, she literally can't even stop laughing. Like, 'cause she's just, like, so happy. And we're all like, ""Hee‐hee‐hee‐hee. Yay, this is wonderful.""",4
641,dialogue,,caelynn,women,"Yeah, I'm like, I‐‐ this does not feel real. We have a guy, like, pick us up in this Bentley, and we went to this Singaporean designer. He was like, ""Whatever you want, it's on me."" Colton picked these out himself, which like...",4
642,dialogue,,???,caelynn,"They're shoes. I love them. Stop. Oh, my God. Those are amazing. Like‐‐ Oh, my gosh.",4
643,testimony,,nicole,aside,It just seemed like he was super excited for their one‐on‐one date. And it was obvious he couldn't stop buying her things.,4
644,exclamation,,women,self,"Ooh. Oh, my gosh. So cute. That is super cute. I love that. I love that.",4
645,testimony,laughs,cassie,aside,"I'm so mad. It's not easy when I see someone that I'm dating now doing that to someone else. It's like...fine. It just sucks. But I love‐‐I am so‐‐ I am so happy for Caelynn. Like, I‐‐",4
646,sound,dramatic music,,,,4
647,sound,laughing,,,,4
648,sound,gentle music,,,,4
649,dialogue,,caelynn,colton,You look great.,4
650,dialogue,,colton,caelynn,You look beautiful. I love this dress.,4
651,dialogue,,caelynn,colton,"Glad I saved it, surprised you with it.",4
652,sound,laughs,,,,4
653,dialogue,,colton,caelynn,"Well, I love the fact that you surprised me.",4
654,testimony,,caelynn,aside,"We had the best day today, Colton and I, and he is someone that I can see a future with and someone that, like, I feel could be the one for me. So tonight is important, because I have to talk to Colton about an experience that I've been though, and it's not a conversation that I enjoy having with anyone. There have been things that I've struggled with and that's intimacy. I like to be, like, this happy‐go‐lucky, goofy, fun person, um, but... it's a conversation we need to have.",4
655,dialogue,,colton,caelynn,I can't get over that dress.,4
656,dialogue,laughs,caelynn,colton,,4
657,dialogue,,colton,caelynn,You look gorgeous.,4
658,dialogue,,caelynn,colton,Thank you.,4
659,dialogue,,colton,caelynn,Yeah.,4
660,dialogue,,caelynn,colton,You're not too bad yourself.,4
661,dialogue,,colton,caelynn,Today was a lot of fun.,4
662,dialogue,,caelynn,colton,"Honestly, it would have been fun just going in the stores and trying things on. I didn't need all the gifts, but they are much appreciated.",4
663,dialogue,,colton,caelynn,"When they look like they did on you, when you just try them on, you have no option but to buy them.",4
664,dialogue,,caelynn,colton,You're so sweet.,4
665,dialogue,,colton,caelynn,And I mean that.,4
666,dialogue,,caelynn,colton,I really don't think I would still be here if it was someone else.,4
667,dialogue,,colton,caelynn,Yeah.,4
668,dialogue,,caelynn,colton,"I mean, honestly, you make me so happy. So happy. And it's just‐‐ I feel really good with you. I feel like myself with you, and I haven't felt that way in a long time.",4
669,dialogue,,colton,caelynn,I feel good with you too.,4
670,dialogue,,caelynn,colton,"Um... This is a conversation that I have to have, um... in relationships because it's a part of who I am, it's a part of my story. It's, um, it's like, not an easy thing for me to talk about. But it's something that's really important, especially in relationships, because it's something that, um... has come in between, like, intimacy and just a lot of different things in my life. Um...so four years ago, I was a sophomore in college. It was actually four years ago in October, so... 2014 of October. And, um, me and three of my girlfriends went to one of my friends' houses, and they‐‐they drugged our wine. Um, I woke up the next morning and I was completely naked in my bed and had no memory of the night before. And I had, like, a small vision of a guy in my bed. And I was like‐‐I just had this pit in my stomach, like, something really bad happened last night. And my girlfriend called me and said the three of us were all sexually assaulted. Um, her and my other girlfriend passed out in a bed at the party, and two men came in and had sex with them in the same bed at the same time while they were incapacitated. And... then the girlfriend who didn't drink the wine called me and told me not only did a guy come home and have sex with me, um, another guy... I was passed out on a couch from the drugs, and he was like, ""Watch what I'm about to do,"" with all his fraternity brothers around me. And lifted up my dress, while they watched and laughed and took photos and Snapchats and... Um, it was horrible. It was absolutely horrible. And I did everything that I was supposed to do. I went to the police the next day. I tried to get a rape kit done. I was turned away by a hospital, which is illegal. And I went to another hospital. They did a rape kit. Um, the results were inconclusive, because so much time had passed because the first hospital turned me away. And the men got away with it, except for one. One of them did get expelled. The rest of them got away with it.",4
671,dialogue,,colton,caelynn,"I can't even imagine, like, going through something like that. And I know, like, talking about it's not easy. And like, the‐‐the fact that, like, that happened to you is devastating.",4
672,dialogue,,caelynn,colton,"We all handled it very differently. I was determined to get justice and seek justice. And it's‐‐it's like, it's something that will always be a part of me and will always come up in relationships, and that's why I wanted to bring it up to you, because, like, I did‐‐ I struggled with the shame and guilt that I had felt.",4
673,dialogue,,colton,caelynn,Yeah.,4
674,dialogue,,caelynn,colton,"It's the most difficult thing in the world. It is so painful, and it's‐‐and it screws up every ounce of you. Like, I mean, it‐‐it took months for people‐‐like, men would like, touch my shoulder or graze my shoulder or bump‐‐like, and I was triggered. And I couldn't‐‐it was awful. I had to take all of my‐‐like, I couldn't leave my house. It was so, so bad.",4
675,dialogue,,colton,caelynn,Who helped you get through everything that you went through?,4
676,dialogue,,caelynn,colton,"Mm. I like‐‐I wasn't able to open up about it for a long time. I didn't tell my parents, because I felt so ashamed and so guilty. And she found out one day.",4
677,dialogue,,colton,caelynn,Your mom?,4
678,dialogue,,caelynn,colton,"Yeah. And I told her everything. The next day she went and met with the dean, and then she met with my attorney, um, and she started fighting immediately. And I don't know why I hid it from her for so long. I hid it from her for almost a year. I don't know, it's been‐‐ it's been hard, but, like, it shaped me as a person, and it's made me so strong and like, made me the person that I am today. And I‐‐and I like to be happy and goofy and fun, but it's like...",4
679,dialogue,,colton,caelynn,Yeah.,4
680,dialogue,,caelynn,colton,"It's like a dark part of my history, but I'm not gonna let that, like, diminish me or who I am.",4
681,dialogue,,colton,caelynn,"I want you to know, like, with me, you're safe.",4
682,dialogue,,caelynn,colton,I do feel that.,4
683,dialogue,,colton,caelynn,Good.,4
684,dialogue,,caelynn,colton,"I feel so safe with you. Like, I've never felt this way in a relationship, so safe and so comfortable.",4
685,dialogue,,colton,caelynn,Yeah.,4
686,dialogue,,caelynn,colton,"I really appreciate... taking this so well, 'cause that's a fear in relationships. It's like a lot of people don't know how to handle it, and a lot of people clam up and tense up and freak out.",4
687,dialogue,,colton,caelynn,Yeah.,4
688,dialogue,,caelynn,colton,And... And you haven't. And I really appreciate just... I really appreciate you.,4
689,dialogue,,colton,caelynn,Come here. I have had a situation in my past where... I was in a relationship...,4
690,dialogue,,caelynn,colton,Mm‐hmm.,4
691,dialogue,,colton,caelynn,"In which she was sexually abused. And... And for me, that was the hardest thing I ever had to watch. Going through something with someone, looking into her eyes and just knowing, like... the pain associated with it.",4
692,dialogue,,caelynn,colton,Yeah.,4
693,dialogue,,colton,caelynn,"And... Like, who am I to feel the pain when I wasn't the victim?",4
694,dialogue,,caelynn,colton,"I don't think that's true, though, because I've seen... like, how it's‐‐how it's affected my family, affected my‐‐it's affected every single person in my life. Like, it's not just something that I've been through. It's something that everyone in my life went through with me.",4
695,dialogue,,caelynn,colton,"Yeah. I think that that's one thing people will never understand is like, the intimacy that goes along with what you've experienced.",4
696,dialogue,,caelynn,colton,Mm‐hmm.,4
697,dialogue,,colton,caelynn,And I've been on the other side of it.,4
698,dialogue,,caelynn,colton,Yeah. Mm‐hmm.,4
699,dialogue,,colton,caelynn,"And for me, for that to be my... my first love, and like, the first person who like, I found, like, for me.",4
700,dialogue,,caelynn,colton,Mm‐hmm.,4
701,dialogue,,colton,caelynn,And it didn't happen. And opening up last year about my virginity wasn't the easiest thing to do.,4
702,dialogue,,caelynn,colton,Right.,4
703,dialogue,,colton,caelynn,"But I think, like, the thing I realized is everybody who asked me is like, ""Why are you a virgin?""",4
